D_R,poly_id,objectid,geoid,Violent,Property,SqMi,VCDensity,vclag,PCDensity,pclag,TractID,Id2,Total_Pop,PAIProp,OccuProp,OwnerProp,Inc75K_,MandFHH_ch,Unemployed,ForeignPro,HispProp,SSIProp,BelowProp,BAup,EthnHerter,SameProp,Shape_Leng,Shape_Area,FAC1_1,FAC2_1,FAC3_1,FAC4_1
 ,11,11,55079008600,73,50,.11661382932,625.997794843,95.1666667,428.765612906,72,55079008600,55079008600,1004,.05929919137,.10826210826,.34770889488,.0781671159,.45454545455,.47027741083,.00398406375,0,.20485175202,.34770889488,.098039216,.0621924652,.93908629442,7945.31234941,3250993.97477,1.48612235095095,-.802409001708192,.521405684516944,.00687572899809713
 ,12,12,55079005500,15,46,.48552112694,30.8946391161,25.4,94.7435599559,52.6,55079005500,55079005500,3207,.02484031228,.08775510204,.86373314407,.46273953158,.15976331361,.19236883943,.04303086997,.10539444964,0,.03690560681,.458098133,.34666789955,.96114070824,22232.7285248,13535498.0414,-1.23747349799906,-.481258654827076,1.62055238720416,-.339422800257541
 ,13,13,55079005600,8,37,.47815203388,16.7310801444,10.5,77.381245668,30,55079005600,55079005600,2273,0,.1098221191,.77178423237,.45539419087,.14285714286,.28847184987,.05367355917,.06115266168,.02593360996,.08091286307,.520496894,.32203980661,.85848214286,16189.743986,13330060.3391,-1.12418006755975,-.566599844637569,1.11642754922737,.294309915250235
 ,14,14,55079005900,123,141,.32590275589,377.413193901,64,432.644393008,72.3333333,55079005900,55079005900,3563,.03513909224,.09260337798,.46998535871,.21888726208,.32586786114,.28443449048,.03564412012,.11535223127,.12298682284,.20571010249,.142791762,.52399631697,.90414132638,14052.8997107,9085611.04596,.0873582777084447,-.262653424658219,.467389139467943,-.564881647544752
 ,15,15,55079007100,35,87,.14192587766,246.607599517,53.3333333,612.996033084,87.1666667,55079007100,55079007100,2001,.04520990312,.06807511737,.31431646932,.19590958019,.23765432099,.22901612007,.03448275862,.05797101449,.05166846071,.18729817007,.483068417,.4413205691,.76111944028,7953.18355762,3956650.56069,-.603004891701272,-.598653880843625,-.605269181073086,-.313663341472773
 ,16,16,55079007200,33,133,.32640413695,101.101659767,55.5,407.470325727,95,55079007200,55079007200,2895,.02751031637,.09534011784,.44291609354,.30261348005,.2252559727,.2346214511,.0286701209,.11088082902,.04951856946,.16299862448,.497489731,.46963826024,.85969209237,14712.6139926,9099588.69177,-.701370596453795,-.504152046384469,.141376851136509,.12366442709987
 ,17,17,55079019500,12,18,.50604014,23.7135338712,19.5,35.5703008068,23,55079019500,55079019500,3520,0,.07705099778,.73578595318,.48244147157,.25416204217,.28987672768,.04517045455,.11789772727,.04180602007,.08779264214,.195720018,.17511686467,.87088388215,16049.8866619,14107533.0067,-.860449941191692,-.320240846479147,1.25785123819017,-.782491237097951
 ,18,18,55079101600,0,0,.00365748645,0,23.3333333,0,45.6666667,55079101600,55079101600,4463,.01474201474,.10717069369,.54742014742,.2402948403,.08195121951,.26574749932,.07282097244,.18597356038,.03243243243,.09631449631,.216350365,.26736421039,.91545784225,3280.59444267,101964.462386,-.856771928844489,.243231822896009,.517129396436879,-.391973708007785
 ,19,19,55079013600,76,75,.15091239904,503.603418182,98.4,496.977057416,73.8,55079013600,55079013600,2238,.11694915254,.05013550136,.07457627119,.02711864407,.38781163435,.49973074852,.01340482574,.16487935657,.16610169491,.48898305085,.107072042,.48981261196,.76197053407,9020.50621403,4207179.39597,1.62121397905204,-.546104838452647,-.735609167015927,-.454865664893304
 ,20,20,55079016000,70,109,.15268989921,458.445518418,73.75,713.865164393,105.75,55079016000,55079016000,3289,.04449388209,.11155378486,.28921023359,.01557285873,.44555873926,.42930711611,.20127698389,.58163575555,.10233592881,.44160177975,.04964539,.71589932666,.84172885572,8598.36564443,4256733.05856,.741964660514608,1.7950647465564,-.324433569737269,-.208605952207345
 ,21,21,55079018500,17,86,.72431372823,23.470492602,32.5555556,118.733080222,53.5555556,55079018500,55079018500,2013,.00713266762,.18301314459,.76034236805,.38373751783,.16532258064,.28780487805,.11922503726,.28017883756,.00427960057,.12410841655,.260591527,.27224925713,.94156171285,21630.4672354,20192627.0678,-.835600883696716,.621344144688559,1.24034010937832,.833822846398645
 ,22,22,55079014600,43,33,.15613063143,275.410402207,54,211.361471461,88.8,55079014600,55079014600,3720,.04772234273,.06651718984,.00976138829,0,.44444444444,.60098522168,.05967741935,.06075268817,.22017353579,.65618221258,.262430939,.45541514915,.49731182796,8683.59651317,4352654.78413,1.59068025554599,-.589143524841796,-1.92162679678136,.214498944841792
 ,23,23,55079187400,43,183,.66673746804,64.4931506942,54.75,274.470850629,122.25,55079187400,55079187400,3249,.01582278481,.22019417476,.42827004219,.57594936709,.05976095618,.16497461929,.06032625423,.06463527239,.00474683544,.09071729958,.787969925,.2213733212,.66086415915,21992.9186006,18587499.4765,-1.63710647424321,-.646949846381663,-.556388844207724,2.64987753838974
 ,24,24,55079980000,4,20,.76206128215,5.24892169919,19.375,26.2446084959,75.875,55079980000,55079980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61894.9541068,21244964.2655,-2.58605839541087,-.310096245268408,-4.63166978240905,-3.20704592104683
 ,25,25,55079006700,74,45,.16324185723,453.315107149,93.2,275.664592185,77.8,55079006700,55079006700,1200,.10563380282,.12994350283,.29107981221,.06338028169,.47389558233,.48982035928,.1825,.01916666667,.18309859155,.38028169014,.15993538,.22159513889,.70077386071,11934.8279234,4550903.58825,1.48356815760768,-.0413584404683354,-.429283830264325,.619457329372128
 ,26,26,55079006400,106,83,.18858467235,562.08173591,107.5,440.120604534,83,55079006400,55079006400,1941,.04326123128,.13274336283,.35607321131,.06988352745,.3252688172,.52521008403,.00927357032,.00875837197,.13976705491,.47254575707,.006475486,.03668206953,.84337970119,9255.22668255,5257417.89922,1.2891679376737,-.550945360729087,.0662725654554695,.316047763201247
 ,27,27,55079009900,100,82,.19932291841,501.698453922,85.2857143,411.392732216,63.2857143,55079009900,55079009900,1175,.09863013699,.18554216868,.41917808219,.11506849315,.58227848101,.39371069182,0,.02808510638,.1397260274,.3095890411,.058430718,.06657564509,.84824561403,10356.7167807,5556781.82086,1.475033461155,-.798373378456267,.362308261777198,.844629121939443
 ,28,28,55079009700,85,57,.17226837258,493.416166453,102.2857143,330.879076327,78.7142857,55079009700,55079009700,1661,.11274509804,.10563380282,.47303921569,.29901960784,.43113772455,.37603305785,.23901264299,.04635761589,.15931372549,.27696078431,.160810811,.5608221475,.87012195122,8929.73772348,4802547.38729,.939923741802433,.244374026093768,.748981799013288,.27984830642084
 ,29,29,55079009000,161,113,.19421280548,828.987561366,113.4285714,581.835990275,78,55079009000,55079009000,2586,.11627906977,.15162454874,.21477428181,.06155950752,.54203935599,.34235976789,.09242072699,.0003866976,.20656634747,.40218878249,.063688999,.29401728266,.72878667724,9497.54956256,5414320.6182,1.55896805841736,-.416936158376377,-.702395136594397,.583711042202796
 ,30,30,55079013000,22,19,.25220934268,87.2291238956,33.25,75.3342433644,57.75,55079013000,55079013000,1938,.05714285714,.06751054852,.57888198758,.18881987578,.37810945274,.28,.12229102167,.26264189887,.06211180124,.15527950311,.236334405,.35191051599,.88316516198,16194.0001695,7031164.81325,-.167090007281299,.386942455403756,.640541574557032,-.939580306719354
 ,31,31,55079005700,11,50,.30764932291,35.7549949917,19.6666667,162.522704508,41.5,55079005700,55079005700,2610,.00787401575,.12169312169,.76902887139,.35433070866,.11169284468,.22999080037,.0061302682,.01455938697,.02362204724,.06036745407,.417136993,.32600901337,.86049237984,11722.4679381,8576736.57579,-1.11831108534998,-.739813671145541,.906048168525565,.0353689128051723
 ,32,32,55079091300,0,1,.00291381075,0,14,343.193187875,20,55079091300,55079091300,3713,0,.10144927536,.68963254593,.58727034121,.02663706992,.31291172596,.0420145435,.02558577969,.01443569554,.07677165354,.675107129,.10727799321,.85035306898,2672.90654609,81232.0566676,-1.37725043787793,-.883560881331648,1.0557155681532,.783667715574049
 ,33,33,55079012700,7,26,.39108174995,17.8990709768,18.75,66.4822636281,21,55079012700,55079012700,1252,.02681992337,.14748784441,.5,.30651340996,.29296875,.34645669291,.01837060703,.17811501597,.030651341,.08429118774,.397849462,.12539744715,.7731629393,14243.0861538,10902689.8454,-.495585671381944,-.432777423112715,.243512059295518,.63178068606056
