D_R	poly_id	objectid	geoid	Violent	Property	SqMi	VCdensity	vclag	PCdensity	pclag	TractID	Id2	Total_Pop	PAIProp	OccuProp	OwnerProp	MandFHH_ch	ForeignPro	EthnHerter	HispProp	Unemployed_Fixed	Inc75K_	BAup	SSIProp	BelowProp	SameProp	Shape_Leng	Shape_Area	FAC1_1	FAC2_1	FAC3_1
 	1	1	17031010100	79	135	0.147132632	536.930516	55.5	917.5394893	236.5	17031010100	17031010100	4444	0.038256228	0.105613306	0.161921708	0.303510759	0.164941494	0.579481604	0.092259226	0.05948689	0.224199288	0.358008934	0.096085409	0.310943061	0.837315131	9313.261224	4101805.959	0.425108492	-0.049065128	-0.986561315
 	2	2	17031010201	47	181	0.194781641	241.2958419	36.25	929.2456892	134	17031010201	17031010201	7197	0.071535581	0.109300096	0.292509363	0.148708255	0.370015284	0.591162981	0.226066417	0.048958519	0.239325843	0.29815614	0.093258427	0.241573034	0.703640742	9303.493589	5430178.772	0.346768457	0.592643727	-0.862265751
 	3	3	17031010202	75	292	0.135802941	552.2708083	42.3333333	2150.174347	131.6666667	17031010202	17031010202	2487	0.06045082	0.105392157	0.268442623	0.177458034	0.38721351	0.646467219	0.288299156	0.044868735	0.214139344	0.315320334	0.081967213	0.203893443	0.822103533	8288.36336	3785953.566	0.322748762	0.832585815	-0.516152283
 	4	4	17031010300	36	181	0.182252187	197.5284938	48.8333333	993.1293717	138.6666667	17031010300	17031010300	6413	0.051307847	0.197523023	0.307511737	0.085632731	0.244191486	0.551424725	0.187743646	0.041556145	0.250838364	0.348850686	0.051307847	0.162307176	0.805511309	9858.645751	5080879.047	-0.11960603	0.153299519	-0.42908733
 	5	5	17031010400	36	107	0.211881446	169.9063349	20.8333333	504.9993842	91.1666667	17031010400	17031010400	5411	0.055080214	0.107022155	0.184491979	0.119444444	0.108113103	0.466461554	0.072075402	0.052895672	0.26684492	0.635730858	0.03315508	0.203208556	0.664044944	14234.69049	5906892.089	-0.140287822	-0.370340051	-1.240786803
 	6	6	17031010501	22	70	0.078053352	281.8584904	32.5	896.8224693	127.25	17031010501	17031010501	4081	0.028960818	0.127435065	0.120528109	0.179180887	0.250183778	0.5969653	0.09703504	0.078232226	0.147359455	0.550493788	0.059199319	0.20229983	0.830922693	6869.002557	2175993.868	-0.071157031	0.33096639	-1.197125501
 	7	7	17031010502	12	70	0.069641771	172.3103796	29.75	1005.143881	92.5	17031010502	17031010502	2631	0.035215947	0.14349277	0.18538206	0.109375	0.256556442	0.555854306	0.064234132	0.032976092	0.166112957	0.520562771	0.074418605	0.222591362	0.754318618	6187.584656	1941493.383	-0.173113709	0.226522344	-1.336214052
 	8	8	17031010503	15	42	0.075011852	199.9684006	26.8	559.9115217	102.4	17031010503	17031010503	2047	0.03336511	0.094262295	0.190657769	0.164658635	0.270639961	0.437886034	0.13727406	0.032545932	0.203050524	0.379839299	0.122020972	0.457578646	0.806710065	5823.421388	2091202.04	0.722188929	0.144868348	-0.855700789
 	9	9	17031010600	46	151	0.191107712	240.7019553	32.125	790.1303314	125.75	17031010600	17031010600	6515	0.021383228	0.145558597	0.210491146	0.130065976	0.244205679	0.565175282	0.229009977	0.090065989	0.244904778	0.471520343	0.059137989	0.227530905	0.839592026	13409.11374	5327755.933	-0.268963265	0.489947941	-0.977543978
 	10	10	17031010701	11	65	0.165904053	66.30338321	38.7142857	391.792719	134.2857143	17031010701	17031010701	3833	0.018954248	0.095508274	0.486928105	0.175324675	0.352726324	0.586595161	0.35455257	0.035498995	0.355555556	0.431117713	0.039215686	0.163398693	0.882010582	8818.618275	4625121.049	-0.343923903	0.842607431	0.169518203
 	11	11	17031010702	35	77	0.138053457	253.5249813	40.5	557.7549589	164	17031010702	17031010702	5333	0.049780381	0.071793127	0.229868228	0.270920502	0.404650291	0.601447339	0.391336959	0.042711696	0.224011713	0.436385256	0.03318692	0.26159102	0.82925912	8326.46293	3848694.089	0.156570718	1.294409076	-1.009870657
 	12	12	17031020100	24	102	0.158811461	151.1225944	22.8	642.2710261	119.4	17031020100	17031020100	4208	0.10041841	0.165308498	0.465132497	0.162531017	0.400665399	0.750050714	0.225047529	0.07543232	0.279637378	0.320270752	0.10320781	0.156903766	0.853255588	8789.139961	4427391.723	0.267444629	0.366936748	0.204543409
 	13	13	17031020200	21	148	0.479533163	43.79259168	17	308.6335032	93	17031020200	17031020200	6905	0	0.122188654	0.751394052	0.085346216	0.310209993	0.546580283	0.164663287	0.049229538	0.527416357	0.468920145	0.021840149	0.100836431	0.923870185	15441.96425	13368563.85	-0.812221733	0.089263226	1.402417838
 	14	14	17031020301	9	67	0.318748443	28.235432	22.5	210.1971049	108.25	17031020301	17031020301	5295	0.023653749	0.134508816	0.725717162	0.043594306	0.339754485	0.342269196	0.077053824	0.040663041	0.348766985	0.57387336	0.058379467	0.154001007	0.888204734	14359.80885	8886161.061	-0.452889868	-0.098917968	1.158096923
 	15	15	17031020302	20	109	0.247078769	80.94584602	23.7142857	441.1548608	94.4285714	17031020302	17031020302	5023	0.029239766	0.123905429	0.562573099	0.158084914	0.278518813	0.478044436	0.144933307	0.084864166	0.458479532	0.555489614	0.08128655	0.142105263	0.885759936	10500.10927	6888133.203	-0.422780714	-0.122815174	0.59546701
 	16	16	17031020400	15	94	0.214450041	69.94636101	24.8571429	438.330529	100.1428571	17031020400	17031020400	4551	0.045897877	0.094164456	0.514056225	0.127358491	0.341463415	0.627281831	0.178861789	0.047283985	0.40562249	0.469863901	0.064830752	0.148594378	0.840758712	9963.451218	5978500.113	-0.292304473	0.300635528	0.310265695
 	17	17	17031020500	47	80	0.297945612	157.7469112	24.5	268.5053808	95.125	17031020500	17031020500	6545	0.076026119	0.074910394	0.264925373	0.146076146	0.510618793	0.709551399	0.299618029	0.080092861	0.196828358	0.333477696	0.07369403	0.251865672	0.831536803	11692.86802	8306213.723	0.446357742	1.254785172	-0.537216733
 	18	18	17031020601	27	87	0.228316547	118.2568689	24.6	381.049911	94.8	17031020601	17031020601	6130	0.070961248	0.085816448	0.416708606	0.113043478	0.510603589	0.577309278	0.063132137	0.059518694	0.242576749	0.401137245	0.051333669	0.225968797	0.830508475	11240.47229	6365074.57	0.155567893	0.764480201	-0.064401406
 	19	19	17031020602	23	83	0.189975573	121.0681965	32	436.8982744	99.6666667	17031020602	17031020602	4637	0.046829971	0.100050277	0.402737752	0.153345725	0.440802243	0.638814183	0.202717274	0.062536528	0.28962536	0.441254125	0.068443804	0.203170029	0.902282296	9298.594834	5296193.827	0.037194759	0.737577718	0.114197316
 	20	20	17031020701	20	45	0.22834194	87.58793934	28.125	197.0728635	103	17031020701	17031020701	1729	0.019512195	0.051558753	0.583739837	0.081677704	0.315789474	0.431218746	0.126662811	0.043251305	0.513821138	0.479967294	0.027642276	0.069918699	0.908605341	10177.87796	6365782.479	-0.621896296	0.20875749	1.062233584
 	21	21	17031020702	22	89	0.271945828	80.89846496	23.5714286	327.2710628	90.2857143	17031020702	17031020702	7843	0.064196467	0.112016829	0.348125808	0.073957016	0.482468443	0.622868948	0.220961367	0.056534139	0.265833692	0.289315726	0.04222318	0.169754416	0.898967455	12146.01144	7581384.231	-0.037893326	1.112340761	-0.04617718
 	22	22	17031020801	24	69	0.253268637	94.76104209	28.7142857	272.437996	86.1428571	17031020801	17031020801	5211	0.052526263	0.069622445	0.378189095	0.153602534	0.428708501	0.454962914	0.271157168	0.051984219	0.384692346	0.320095949	0.046023012	0.114057029	0.92601893	10626.94529	7060696.135	-0.131911335	0.980734866	0.281303187
 	23	23	17031020802	49	126	0.248660246	197.0560266	26.625	506.715497	80.75	17031020802	17031020802	7857	0.062556256	0.048743336	0.387038704	0.175937904	0.565355734	0.65290593	0.131347843	0.044385194	0.363636364	0.328512397	0.03330333	0.173717372	0.952553329	10528.98975	6932222.065	0.077551466	1.152871377	0.386122311
 	24	24	17031020901	34	102	0.188002915	180.8482594	29.1666667	542.5447781	86.1666667	17031020901	17031020901	5807	0.039936942	0.09527097	0.277456647	0.134461264	0.444635784	0.70012386	0.305148958	0.042055013	0.254860746	0.397329773	0.036258539	0.196531792	0.884126984	9910.958435	5241199.51	-0.051186405	1.196363405	-0.398172519
 	25	25	17031020902	16	68	0.194296017	82.34857418	22.3333333	349.9814402	79	17031020902	17031020902	4474	0.049716803	0.08662614	0.558842039	0.068208092	0.484354046	0.564592793	0.17098793	0.032354541	0.205789805	0.322412737	0.072372561	0.18816866	0.914503133	10835.99988	5416640.424	0.159043498	0.804054016	0.788154083
 	26	26	17031030101	12	27	0.047243523	254.0030748	21.5	571.5069183	94.25	17031030101	17031030101	3549	0.032485876	0.162589928	0.343220339	0.18315508	0.341504649	0.483063858	0.229360383	0.054735547	0.241525424	0.554247534	0.071092279	0.145009416	0.801634263	5279.976157	1317068.552	-0.263896315	0.479763797	-0.64521971
 	27	27	17031030102	12	51	0.043758843	274.2302857	19.6666667	1165.478714	72.3333333	17031030102	17031030102	2766	0.013237728	0.134269663	0.388858246	0.049382716	0.356109906	0.584470607	0.107375271	0.045216741	0.232211804	0.496784566	0.042471042	0.15333701	0.818514453	5337.858357	1219921.647	-0.474368279	0.530371098	-0.340151538
 	28	28	17031030103	13	30	0.033449137	388.6497899	17.3333333	896.8841306	78.3333333	17031030103	17031030103	2217	0	0.14011209	0.255005269	0.056074766	0.298150654	0.609450205	0.129454217	0.058052434	0.291886196	0.6875	0.006322445	0.174920969	0.626522327	5652.985975	932504.6858	-0.71417023	0.382213791	-1.428515596
 	29	29	17031030104	6	24	0.042698501	140.5201544	24.5	562.0806178	84.75	17031030104	17031030104	3375	0.010826772	0.116883117	0.388779528	0.053956835	0.27437037	0.555411051	0.136888889	0.072897762	0.203740157	0.53202329	0.028543307	0.224409449	0.632592593	5277.664327	1190361.138	-0.257449873	0.244672761	-0.836176274
 	30	30	17031030200	34	160	0.257226429	132.1792638	18.0833333	622.0200651	66.5833333	17031030200	17031030200	5103	0.016253555	0.1671406	0.491263714	0.049009385	0.086615716	0.320929822	0.114442485	0.046572361	0.42340512	0.606687515	0.054043072	0.097521333	0.862504939	11370.4734	7171032.588	-0.820097128	-0.582764844	0.299783308
 	31	31	17031030300	5	52	0.121297304	41.22103176	20.1666667	428.6987303	96.1666667	17031030300	17031030300	3315	0.045236463	0.121964992	0.312542838	0.173852573	0.408144796	0.464602554	0.384917044	0.052745665	0.245373544	0.337870296	0.067854695	0.235092529	0.876108902	7764.938554	3381561.219	0.137486671	1.086329992	-0.399808035
 	32	32	17031030400	4	35	0.133783152	29.8991311	19.2857143	261.6173971	100.8571429	17031030400	17031030400	2708	0.075399848	0.169847328	0.421934501	0.143094842	0.287296898	0.437360499	0.29689808	0.108039132	0.34272658	0.553181387	0.051789794	0.20106626	0.869011976	8259.970882	3729645.305	-0.314674543	0.343783031	-0.274446272
 	33	33	17031030500	23	109	0.238668678	96.36790297	15.1111111	456.7000619	70.1111111	17031030500	17031030500	6570	0.028631285	0.189045936	0.472765363	0.105263158	0.201978691	0.318763254	0.253576865	0.016675352	0.54678771	0.573343125	0.010125698	0.063547486	0.825740144	10363.90732	6653674.256	-1.086962143	0.040495811	-0.079426049
 	34	34	17031030601	17	57	0.054897136	309.67007	18.4	1038.305529	74.6	17031030601	17031030601	4066	0.020854022	0.18207024	0.304865938	0.119081779	0.337186424	0.466470901	0.187407772	0.015238643	0.272591857	0.477677178	0.075968222	0.152929494	0.767315751	5622.022649	1530438.199	-0.297534935	0.388680207	-0.727949017
 	35	35	17031030603	13	52	0.044788443	290.2534463	17.6	1161.013785	71.8	17031030603	17031030603	2023	0.042889391	0.171495693	0.060195636	0.28	0.402867029	0.638168722	0.137913989	0.023503078	0.12565839	0.483392645	0.085026336	0.245297216	0.802493766	4539.100053	1248625.141	0.200871239	0.753970784	-1.713569959
 	36	36	17031030604	10	25	0.067452607	148.2522396	11.75	370.6305991	65	17031030604	17031030604	3225	0.041334661	0.179988499	0.250498008	0.033807829	0.40496124	0.663679731	0.059534884	0.031980743	0.175298805	0.527345165	0.062749004	0.225099602	0.786169535	6294.137034	1880463.226	-0.176505891	0.475944425	-0.913569836
 	37	37	17031030701	10	22	0.026980508	370.6379416	16	815.4034715	86.8333333	17031030701	17031030701	1597	0.038975501	0.135828877	0.187082405	0.302884615	0.294301816	0.605672659	0.09517846	0.054832077	0.208240535	0.413692644	0.04454343	0.172605791	0.698186529	3589.61869	752170.3894	0.020290911	0.383340945	-1.449222198
 	38	38	17031030702	1	4	0.003204187	312.0916529	11	1248.366612	94.5	17031030702	17031030702	982	0.0144	0.171075838	0.5776	0	0.428716904	0.511894343	0.031568228	0.077248677	0.4848	0.734304933	0.0416	0.0928	0.874745418	1549.130401	89327.24801	-1.054047056	0.139525081	0.483203717
 	39	39	17031030703	15	60	0.076561479	195.9209794	18.1666667	783.6839174	80.5	17031030703	17031030703	2680	0.032582938	0.180946292	0.254146919	0.148535565	0.209328358	0.539274616	0.142164179	0.035066982	0.226303318	0.540784137	0.082938389	0.242890995	0.796268657	6649.982363	2134403.006	-0.067936905	-0.075836873	-0.860179218
 	40	40	17031030706	7	129	0.15281714	45.80638001	19	844.1461459	47.5	17031030706	17031030706	4270	0.035050824	0.215165877	0.405187522	0	0.345667447	0.55910667	0.069320843	0.050312826	0.250262881	0.549045599	0.042762005	0.182614791	0.875540605	12091.95265	4260280.322	-0.443586593	0.15360539	-0.048846281
 	41	41	17031030800	28	146	0.219084524	127.8045547	16.3333333	666.409464	68.3333333	17031030800	17031030800	4376	0	0.229899497	0.48891129	0.016129032	0.1476234	0.350649442	0.13916819	0.016640666	0.481350806	0.702785515	0.024697581	0.098790323	0.853519196	10016.99037	6107701.553	-1.089281458	-0.504560502	0.236463364
 	42	42	17031030900	13	80	0.157810827	82.377111	15.1428571	506.9360677	98.1428571	17031030900	17031030900	3143	0.05227882	0.191666667	0.394772118	0.041538462	0.215717467	0.53804985	0.138084633	0.028178936	0.546246649	0.606302202	0.018766756	0.080428954	0.85718891	8546.717593	4399495.756	-0.951679407	-0.179629184	-0.034283349
 	43	43	17031031000	6	75	0.164056114	36.57285223	18.375	457.1606529	100.375	17031031000	17031031000	4078	0.007124682	0.188348821	0.377099237	0.111564626	0.185384993	0.333586108	0.156939676	0.040582144	0.485496183	0.654642409	0.007633588	0.05648855	0.780287984	8770.608817	4573603.662	-1.189734404	-0.03642052	-0.60518038
 	44	44	17031031100	18	86	0.212349061	84.76609171	30.25	404.9935493	104.875	17031031100	17031031100	4666	0.034392686	0.168916892	0.238572051	0.080094229	0.203386198	0.471285286	0.20445778	0.042616909	0.461906835	0.591974078	0.00914236	0.146713104	0.760608658	9784.472435	5919928.389	-0.854972324	0.187636951	-1.057857066
 	45	45	17031031200	45	96	0.12605523	356.9863784	32.625	761.5709407	114	17031031200	17031031200	5720	0.033834586	0.150196218	0.244360902	0.105904405	0.371328671	0.557104657	0.140559441	0.0267335	0.239097744	0.43024055	0.102255639	0.37518797	0.829088953	7967.066638	3514204.064	0.264336235	0.416521806	-0.778089785
 	46	46	17031031300	33	78	0.244090519	135.1957468	40.2	319.5535833	134.6	17031031300	17031031300	8037	0.044196212	0.119438496	0.314958718	0.176035503	0.319895483	0.629322168	0.10725395	0.035226956	0.262506071	0.502947564	0.067751336	0.180184556	0.757372154	10883.75679	6804825.904	-0.032487846	0.224851053	-0.640412356
 	47	47	17031031400	33	153	0.575028427	57.38846713	26.8333333	266.0738022	91.6666667	17031031400	17031031400	4958	0.01814059	0.239517345	0.526077098	0	0.163574022	0.425849097	0.077047196	0.021036974	0.470683512	0.78079096	0.004211208	0.08260447	0.814607904	23937.78228	16030808.38	-1.3142918	-0.516675561	-0.010792596
 	48	48	17031031501	33	63	0.061950856	532.6802894	44	1016.935098	122.2	17031031501	17031031501	4033	0.128378378	0.13699422	0.175112613	0.212885154	0.397470865	0.692839861	0.109843789	0.072882856	0.206081081	0.389791938	0.123873874	0.35472973	0.841091091	5275.559814	1727083.84	0.875074444	0.271253986	-0.845230402
 	49	49	17031031502	26	52	0.062435241	416.4314849	47.75	832.8629697	169.5	17031031502	17031031502	4439	0.066222222	0.085286985	0.100888889	0.311367381	0.405496734	0.601812936	0.192836224	0.079916969	0.160888889	0.381696429	0.12	0.324888889	0.781942857	5271.718007	1740587.652	0.671454157	0.807869541	-1.511332162
 	50	50	17031031700	44	118	0.184359474	238.6641649	26.1428571	640.0538969	88	17031031700	17031031700	7001	0.046672429	0.168862275	0.288389513	0.161204606	0.138551635	0.56899144	0.120554207	0.072855272	0.34485739	0.558063272	0.057332181	0.276289254	0.743063584	9209.09374	5139626.611	-0.282284934	-0.290002688	-1.084461566
 	51	51	17031031800	8	32	0.090793313	88.11221625	16.6666667	352.448865	94	17031031800	17031031800	1771	0.02991453	0.244945568	0.43482906	0.05730659	0.145680407	0.315197385	0.097120271	0.02672751	0.472222222	0.705922865	0.019230769	0.090811966	0.813994169	6484.03119	2531162.163	-1.265611517	-0.400868089	-0.494582772
 	52	52	17031031900	12	35	0.099488937	120.6164265	23.4285714	351.7979106	89.2857143	17031031900	17031031900	2526	0.022257552	0.203513022	0.333068362	0.046568627	0.181314331	0.364124898	0.15162312	0.053292894	0.395071542	0.679805353	0.011923688	0.110492846	0.736342043	6850.420024	2773581.273	-1.022583523	-0.072649986	-0.906468772
 	53	53	17031032100	42	230	0.166425144	252.3657123	33.8	1382.00271	112.8	17031032100	17031032100	7117	0.060718057	0.209848136	0.26187962	0.060631229	0.254601658	0.33948398	0.21919348	0.042065868	0.410242872	0.631855616	0.097940866	0.235480465	0.684376795	8867.881778	4639648.174	-0.412910828	-0.068868754	-1.288377984
 	54	54	17031040100	16	91	0.772867042	20.70213778	20.8333333	117.7434086	85.9166667	17031040100	17031040100	3893	0.043777361	0.14117113	0.502814259	0.03803681	0.209350116	0.286316558	0.198047778	0.017647059	0.536585366	0.583983712	0.01438399	0.063164478	0.864602467	18764.56172	21546210.37	-0.879119408	-0.0997221	0.483241609
 	55	55	17031040201	35	112	0.278543707	125.6535297	21.6666667	402.0912951	75.1666667	17031040201	17031040201	7040	0	0.112210479	0.384538153	0.124598587	0.256107955	0.501538469	0.240625	0.031512952	0.439759036	0.584481508	0.010040161	0.12416332	0.831078132	11615.26785	7765321.827	-0.79951061	0.414795997	-0.260750109
 	56	56	17031040202	38	101	0.227285686	167.1904674	23.4	444.3746633	73.2	17031040202	17031040202	7194	0.0239622	0.144844517	0.361457982	0.117296223	0.424937448	0.609357476	0.195023631	0.018727212	0.272359096	0.460713589	0.043874452	0.272359096	0.801775148	10602.83143	6336335.911	-0.139526627	0.748643855	-0.555196294
 	57	57	17031040300	22	49	0.296319147	74.24427412	24.8888889	165.3622469	87.1111111	17031040300	17031040300	2999	0.011121409	0.185942492	0.721037998	0.117723157	0.364121374	0.536341946	0.129709903	0.065819861	0.637627433	0.538527397	0.022242817	0.040778499	0.913189771	13694.19417	8260870.671	-1.096587765	0.010774765	1.170473029
 	58	58	17031040401	15	66	0.148960013	100.6981649	20.2	443.0719256	98.4	17031040401	17031040401	3182	0.03014318	0.197044335	0.550113037	0.040575916	0.193588938	0.326509483	0.198302954	0.040525739	0.614167295	0.691035013	0.014318011	0.006028636	0.875607386	9274.378639	4152750.228	-1.340762019	-0.258263574	0.461959177
 	59	59	17031040402	11	145	0.23266373	47.27853363	13.1428571	623.2170342	75.4285714	17031040402	17031040402	5035	0.022589754	0.247022985	0.389269867	0.073636364	0.090168818	0.270456793	0.08123138	0.021924482	0.513513514	0.779669898	0.006454215	0.079467527	0.70274083	11037.71721	6486266.594	-1.485360095	-0.55647865	-1.103872465
 	60	60	17031040600	25	79	0.127901748	195.4625365	14.2857143	617.6616152	83.8571429	17031040600	17031040600	2702	0.032258065	0.222729869	0.373147341	0.083475298	0.140636566	0.154272735	0.165433013	0.059009009	0.585876199	0.745059289	0.016564952	0.102877071	0.836021505	7989.074438	3565681.817	-1.250555102	-0.367710462	-0.477196341
 	61	61	17031040700	14	65	0.138257569	101.2602786	19.25	470.1370078	69.25	17031040700	17031040700	3325	0.017004578	0.185700576	0.448005232	0.074025974	0.185263158	0.366514512	0.175338346	0.033250796	0.511445389	0.652804273	0.020928712	0.090255069	0.875492275	8705.811042	3854384.406	-1.04687681	-0.164558708	0.072477628
 	62	62	17031040800	3	34	0.088816037	33.77768362	16	382.8137477	71.7142857	17031040800	17031040800	1813	0	0.191919192	0.412578616	0.085858586	0.152785439	0.35028867	0.092664093	0.015062213	0.495597484	0.648685098	0.017610063	0.049056604	0.841892672	6756.523375	2476039.103	-1.103342806	-0.3641558	-0.039111807
 	63	63	17031040900	13	60	0.124271143	104.6099654	11.2857143	482.8152251	63.7142857	17031040900	17031040900	1909	0	0.193386053	0.352941176	0	0.072812991	0.198684459	0.052383447	0.009970674	0.504643963	0.747003155	0.007223942	0.062951496	0.917989418	7912.306545	3464466.782	-1.331109899	-0.561702649	-0.012913335
 	64	64	17031050100	6	37	0.129206485	46.43729758	10	286.3633351	69	17031050100	17031050100	2711	0	0.275739645	0.426156584	0.086879433	0.087421616	0.291427972	0.084101807	0.039101124	0.62633452	0.736145169	0	0.057829181	0.748880597	8025.141398	3602055.667	-1.580432814	-0.716832239	-0.614440765
 	65	65	17031050200	18	93	0.251839828	71.47400059	9.75	369.2823364	62.5	17031050200	17031050200	5214	0.028634361	0.27311522	0.56784141	0.081347576	0.096854622	0.254200723	0.103567319	0.026010101	0.495594714	0.600425645	0.027312775	0.03876652	0.910599258	10601.2339	7020863.37	-1.127532005	-0.756257686	0.540158031
 	66	66	17031050300	4	33	0.15240933	26.24511242	15.2222222	216.5221775	77.6666667	17031050300	17031050300	2562	0	0.191430546	0.352230483	0.13964687	0.224043716	0.338555578	0.230679157	0.06380906	0.548327138	0.604513702	0.014869888	0.094795539	0.878298543	8606.54204	4248911.269	-1.022016295	0.118125272	-0.225373257
 	67	67	17031050500	14	104	0.251967101	55.56280934	8.125	412.752298	46.875	17031050500	17031050500	6311	0.008566276	0.188591703	0.502254283	0.047277937	0.070353351	0.203599483	0.06623356	0.020090732	0.762398557	0.730888307	0	0.041027953	0.848470131	10604.49609	7024411.533	-1.576459523	-0.827463799	0.299001961
 	68	68	17031050600	8	56	0.128363639	62.32294512	7.25	436.2606159	55.375	17031050600	17031050600	2238	0	0.271022384	0.515096066	0.011415525	0.072386059	0.146353784	0.048257373	0.03051882	0.713632205	0.815789474	0.021043001	0.043915828	0.774954628	8010.488024	3578558.546	-1.857620335	-0.944867019	-0.27430732
 	69	69	17031050700	3	33	0.063448643	47.28233514	6.625	520.1056866	51.75	17031050700	17031050700	1593	0.014836795	0.245503597	0.698813056	0.027548209	0.047080979	0.131881517	0.033270559	0.01088647	0.722551929	0.845144357	0.016320475	0.045994065	0.839530333	5332.929547	1768839.572	-1.816642549	-1.162394938	0.51040287
 	70	70	17031050800	1	22	0.062865741	15.90691495	6.8571429	349.9521289	51	17031050800	17031050800	1476	0.018707483	0.308888889	0.488095238	0.016447368	0.10704607	0.137621088	0.120596206	0.047363718	0.656462585	0.775945684	0	0.035714286	0.781206171	5297.143911	1752589.271	-1.79472969	-0.691442543	-0.418980752
 	71	71	17031050900	4	30	0.06282818	63.66569947	9.6	477.492746	61.6	17031050900	17031050900	1462	0	0.209328783	0.427597956	0.101265823	0.142270862	0.318243191	0.125170999	0.028776978	0.550255537	0.656954887	0	0.056218058	0.75	5292.565755	1751542.115	-1.362629237	-0.290692238	-0.557996878
 	72	72	17031051000	7	82	0.064339358	108.7981021	7.6	1274.492054	42.2	17031051000	17031051000	1783	0.033783784	0.20113852	0.572972973	0.088	0.159842961	0.262303761	0.241727426	0.008908686	0.67972973	0.719907407	0.008108108	0.07972973	0.837331773	5329.426105	1793671.172	-1.316817848	-0.367927185	0.261978947
 	73	73	17031051100	5	29	0.062819876	79.59264421	6.75	461.6373364	46.125	17031051100	17031051100	1670	0.031055901	0.313170732	0.576086957	0.042857143	0.170658683	0.224752411	0.188622754	0.004823151	0.638198758	0.771224307	0	0.037267081	0.756142506	5293.864286	1751310.612	-1.725148996	-0.482682515	-0.330733956
 	74	74	17031051200	7	23	0.063570758	110.1135204	4.875	361.8015671	45.125	17031051200	17031051200	1623	0	0.225099602	0.404006678	0.113372093	0.068391867	0.313895789	0.096118299	0.024839744	0.831385643	0.758859118	0.028380634	0.041736227	0.799237611	5389.062292	1772243.941	-1.620172037	-0.895447118	-0.264608943
 	75	75	17031051300	4	49	0.12433471	32.17122558	8	394.0975134	70.8	17031051300	17031051300	2783	0	0.26032824	0.715555556	0.054621849	0.059288538	0.126003846	0.066834351	0.029985721	0.839111111	0.846582278	0	0.021333333	0.865012769	7955.825503	3466238.911	-2.028378079	-1.12764293	0.685305197
 	76	76	17031051400	7	59	0.138569208	50.51627344	14.8571429	425.780019	120.5714286	17031051400	17031051400	1814	0	0.259157509	0.570520966	0.117359413	0.124586549	0.383337851	0.06890849	0.033653846	0.613722999	0.691957511	0.054637865	0.078780178	0.855314413	9013.166029	3863072.354	-1.310265176	-0.832486369	0.232792295
 	77	77	17031060100	11	60	0.125697105	87.51196011	22.4285714	477.3379642	81	17031060100	17031060100	2773	0.007334963	0.324309392	0.476772616	0.188848921	0.10818608	0.220210107	0.125495853	0.011301989	0.619396903	0.763144196	0.005704971	0.035859821	0.858083394	8247.546198	3504220.142	-1.556927201	-0.717891649	-0.277407606
 	78	78	17031060200	3	41	0.122890715	24.41193383	8	333.6297624	58.8571429	17031060200	17031060200	2279	0.011743451	0.209085252	0.290876242	0.177177177	0.166301009	0.204801418	0.200087758	0.035714286	0.485998193	0.738849765	0.009936766	0.129177958	0.801424755	7897.299494	3425982.801	-1.103482427	-0.042029654	-1.025436851
 	79	79	17031060300	3	58	0.123441921	24.30292701	6.8571429	469.8565888	49	17031060300	17031060300	3461	0.008810573	0.333912288	0.524963289	0.055629139	0.076278532	0.199406504	0.077434268	0.026987061	0.725403818	0.776626606	0.007342144	0.011013216	0.887577456	7908.92074	3441349.49	-1.901998556	-0.946936084	0.072609335
 	80	80	17031060400	7	61	0.125498249	55.77767072	6.7142857	486.0625591	48.5714286	17031060400	17031060400	3980	0.003888529	0.306963179	0.465975373	0.086387435	0.095728643	0.219648304	0.126130653	0.024107702	0.719377835	0.821278224	0	0.082955282	0.685114015	7949.80948	3498676.385	-1.87347163	-0.730998437	-0.994136413
 	81	81	17031060500	5	22	0.088142512	56.7263162	24.6666667	249.5957913	95.1666667	17031060500	17031060500	1306	0.051212938	0.275456919	0.223719677	0.209756098	0.178407351	0.314917134	0.172281776	0.018534863	0.355795148	0.517786561	0.099730458	0.216981132	0.783616692	6470.353395	2457262.374	-0.235982708	-0.356180168	-1.152656839
 	82	82	17031060800	5	40	0.070076587	71.35050656	27.8	570.8040524	140	17031060800	17031060800	4825	0.004557292	0.284344147	0.529947917	0.058171745	0.138860104	0.277724288	0.052435233	0.037718904	0.587239583	0.809802487	0.009114583	0.075520833	0.817327766	6579.506331	1953615.316	-1.633334945	-0.692482252	-0.228734577
 	83	83	17031060900	21	143	0.194310859	108.074248	13.1428571	735.9341652	67.2857143	17031060900	17031060900	7529	0.006609808	0.224772313	0.388486141	0	0.158188338	0.313597217	0.173595431	0.043768116	0.392750533	0.676636472	0.008955224	0.065031983	0.731307477	9960.955852	5417054.19	-1.333622128	-0.0453487	-0.867540264
 	84	84	17031061000	21	87	0.066726005	314.7198745	16	1303.83948	85.1666667	17031061000	17031061000	2085	0	0.306414662	0.272634791	0	0.12853717	0.178992116	0.171223022	0.018301983	0.710071211	0.803418803	0.009155646	0.074262462	0.68592233	5460.974724	1860206.824	-1.905936613	-0.403008039	-1.485050289
