Id2,Total,Unemployed,UnemployedProp 
17031806103,4212,73,0.017331434
17031806104,3747,87,0.023218575
17031806201,3799,237,0.062384838
17031806202,3812,94,0.024658972
17031806300,3649,112,0.030693341
17031806400,1937,69,0.035622096
17031806501,2083,83,0.039846375
17031806502,3761,110,0.029247541
17031806600,2872,83,0.028899721
17031806700,3211,166,0.051697291
17031806801,3521,129,0.036637319
17031806802,2487,83,0.033373542
17031806900,4246,120,0.028261894
17031807000,5024,185,0.036823248
17031807100,2625,82,0.031238095
17031807200,4238,172,0.040585182
17031807300,6354,247,0.038873151
17031807400,5540,278,0.050180505
17031807500,2838,75,0.026427061
17031807600,5310,226,0.042561205
17031807700,4570,165,0.036105033
17031807800,2292,42,0.018324607
17031807900,3420,78,0.022807018
17031808001,3059,53,0.017325924
17031808002,3783,150,0.039651071
17031808100,3411,70,0.020521841
17031808200,4624,102,0.022058824
17031808301,5120,55,0.010742188
17031808302,3059,70,0.022883295
17031808400,3606,148,0.041042707
17031808500,3382,90,0.026611473
17031808600,1597,10,0.006261741
17031808702,5255,176,0.033491912
17031808800,3077,64,0.02079948
17031808900,3239,65,0.020067922
17031809000,3096,92,0.029715762
17031809100,2550,25,0.009803922
17031809200,3635,196,0.05392022
17031809300,4215,25,0.005931198
17031809400,4998,126,0.025210084
17031809500,3546,99,0.027918782
17031809600,2492,237,0.095104334
17031809700,3086,131,0.042449773
17031809800,2350,87,0.037021277
17031809900,2364,58,0.024534687
17031810000,4008,99,0.024700599
17031810100,3603,242,0.06716625
17031810200,4942,120,0.024281667
17031810301,3293,72,0.021864561
17031810302,2450,24,0.009795918
17031810400,4223,67,0.015865498
17031810501,4450,118,0.026516854
17031810502,4595,192,0.041784548
17031810600,3829,240,0.062679551
17031810701,3975,235,0.059119497
17031810702,3265,104,0.031852986
17031810800,4466,251,0.056202418
17031810900,5281,264,0.049990532
17031811000,3357,148,0.044086982
17031811100,5103,223,0.043699784
17031811200,4158,166,0.03992304
17031811301,3658,234,0.063969382
17031811302,2427,244,0.100535641
17031811401,3943,197,0.049961958
17031811402,3686,160,0.043407488
17031811500,5077,280,0.05515068
17031811600,4983,278,0.055789685
17031811701,2878,109,0.037873523
17031811702,3831,189,0.049334377
17031811800,4111,100,0.024324982
17031811900,4691,64,0.013643146
17031812000,4025,112,0.027826087
17031812100,3294,175,0.053126897
17031812200,2932,132,0.045020464
17031812301,3684,101,0.027415852
17031812302,2208,103,0.046648551
17031812400,2504,98,0.03913738
17031812500,2557,67,0.026202581
17031812600,2697,137,0.050797182
17031812700,2812,92,0.032716927
17031812801,2728,163,0.059750733
17031812802,2148,159,0.074022346
17031812900,3484,114,0.03272101
17031813000,2894,147,0.050794748
17031813100,3469,156,0.044969732
17031813200,3323,97,0.029190491
17031813301,2320,88,0.037931034
17031813302,2613,199,0.076157673
17031813400,5593,226,0.040407652
17031813500,5133,287,0.055912722
17031813600,3735,273,0.073092369
17031813701,2902,203,0.069951757
17031813702,2738,103,0.0376187
17031813801,2222,53,0.023852385
17031813802,3982,204,0.051230537
17031813900,5021,333,0.06632145
17031814000,4044,195,0.048219585
17031814100,2973,87,0.02926337
17031814200,4600,279,0.060652174
17031814300,3291,235,0.071406867
17031814400,5383,380,0.070592606
17031814500,4277,198,0.046294131
17031814600,4400,170,0.038636364
17031814700,4353,210,0.048242591
17031814800,5065,276,0.054491609
17031814900,5172,350,0.06767208
17031815000,3063,93,0.03036239
17031815100,3331,103,0.030921645
17031815200,4881,268,0.054906781
17031815300,2812,109,0.038762447
17031815400,4017,201,0.050037341
17031815500,6433,348,0.054096067
17031815600,4082,187,0.045810877
17031815701,2845,145,0.050966608
17031815702,4158,187,0.044973545
17031815800,1274,62,0.04866562
17031815900,4444,251,0.056480648
17031816000,2779,121,0.043540842
17031816100,5088,360,0.070754717
17031816200,3032,113,0.037269129
17031816300,4116,193,0.046890185
17031816401,4023,147,0.036539896
17031816402,2994,107,0.035738143
17031816500,3119,159,0.050977878
17031816600,3481,157,0.045101982
17031816700,2125,98,0.046117647
17031816800,4508,147,0.032608696
17031816900,4602,311,0.067579313
17031817000,4316,239,0.055375348
17031817101,3753,425,0.113242739
17031817102,2618,236,0.090145149
17031817200,3488,452,0.129587156
17031817300,1694,190,0.112160567
17031817400,3123,198,0.063400576
17031817500,2913,219,0.075180227
17031817600,3422,326,0.095265926
17031817700,4232,331,0.078213611
17031817900,4947,521,0.105316353
17031818000,3558,310,0.0871276
17031818100,1960,120,0.06122449
17031818200,3492,108,0.030927835
17031818300,4868,317,0.065119145
17031818401,3065,90,0.029363785
17031818402,2580,50,0.019379845
17031818500,4664,124,0.026586621
17031818600,3913,256,0.065422949
17031818700,2806,182,0.064861012
17031818800,4358,171,0.039238183
17031818900,3610,87,0.024099723
17031819000,3285,44,0.013394216
17031819100,3657,159,0.043478261
17031819200,4559,126,0.02763764
17031819300,2123,15,0.007065473
17031819400,4417,75,0.016979851
17031819500,2595,54,0.020809249
17031819600,2661,109,0.040962044
17031819700,4063,125,0.030765444
17031819801,3925,133,0.03388535
17031819802,2035,19,0.009336609
17031819900,2354,28,0.011894647
17031820000,1564,74,0.047314578
17031820101,5601,122,0.021781825
17031820103,3287,142,0.043200487
17031820104,3448,79,0.022911833
17031820201,6880,111,0.016133721
17031820202,2695,112,0.041558442
17031820300,3765,169,0.044887118
17031820400,4325,352,0.081387283
17031820501,5075,204,0.040197044
17031820502,4237,88,0.020769412
17031820603,4369,232,0.053101396
17031820604,2941,243,0.082624957
17031820605,3280,326,0.099390244
17031820606,3015,129,0.04278607
17031820700,5204,91,0.017486549
17031820800,3318,330,0.099457505
17031820901,4418,253,0.057265731
17031820902,3728,193,0.051770386
17031821001,4000,242,0.0605
17031821002,4494,185,0.041165999
17031821101,3621,151,0.041701188
17031821102,3422,225,0.065751023
17031821200,5214,418,0.080168776
17031821300,4485,361,0.080490524
17031821401,3131,407,0.129990418
17031821402,2540,265,0.104330709
17031821500,1354,154,0.113737075
17031821600,3681,134,0.036403151
17031821700,3569,59,0.016531241
17031821800,4351,244,0.056079062
17031821900,3925,148,0.037707006
17031822000,3546,102,0.028764805
17031822101,3517,137,0.038953654
17031822102,4004,167,0.041708292
17031822200,3133,194,0.061921481
17031822301,2987,140,0.046869769
17031822302,3922,204,0.052014278
17031822400,4322,139,0.032161037
17031822500,3500,158,0.045142857
17031822601,3800,73,0.019210526
17031822602,6077,475,0.078163568
17031822701,3451,124,0.035931614
17031822702,2876,149,0.051808067
17031822801,2561,68,0.026552128
17031822802,2749,146,0.053110222
17031822900,1619,182,0.112415071
17031823001,4648,233,0.050129088
17031823002,4510,177,0.03924612
17031823101,3547,229,0.064561601
17031823102,2950,68,0.023050847
17031823200,3731,237,0.063521844
17031823302,4995,319,0.063863864
17031823303,3610,222,0.061495845
17031823304,4733,443,0.093598141
17031823400,3811,266,0.069797953
17031823500,3837,366,0.095387021
17031823602,5717,197,0.034458632
17031823603,1711,171,0.099941555
17031823604,3126,115,0.036788228
17031823605,3469,199,0.057365235
17031823702,5131,218,0.042486845
17031823703,5930,360,0.060708263
17031823704,3474,121,0.034830167
17031823705,3897,274,0.070310495
17031823801,4602,148,0.03215993
17031823803,5672,233,0.041078984
17031823805,2449,60,0.024499796
17031823806,3249,135,0.041551247
17031823901,3164,73,0.023072061
17031823903,3880,140,0.036082474
17031823904,3437,118,0.034332267
17031824003,5190,149,0.028709056
17031824004,4819,179,0.037144636
17031824005,4438,153,0.034474989
17031824006,3320,135,0.040662651
17031824105,5255,129,0.024548049
17031824106,5597,174,0.031088083
17031824107,5976,270,0.045180723
17031824108,6382,388,0.060795989
17031824113,5838,237,0.040596095
17031824114,4148,177,0.042671167
17031824115,3045,38,0.012479475
17031824116,4265,157,0.036811254
17031824117,7895,133,0.016846105
17031824119,4751,122,0.025678804
17031824120,7453,296,0.039715551
17031824121,2652,99,0.037330317
17031824122,5505,180,0.032697548
17031824123,6436,221,0.034338098
17031824300,3715,239,0.064333782
17031824400,1914,97,0.050679206
17031824503,5827,253,0.043418569
17031824505,5766,179,0.031044051
17031824506,6275,166,0.026454183
17031824507,3460,168,0.048554913
17031824601,4020,139,0.034577114
17031824602,5070,236,0.046548323
17031824701,3578,309,0.086361096
17031824702,4676,243,0.051967494
17031824800,5319,677,0.127279564
17031824900,2343,245,0.104566795
17031825000,4176,309,0.073994253
17031825200,1656,66,0.039855072
17031825302,5060,270,0.053359684
17031825303,2979,135,0.045317221
17031825304,3359,65,0.019350997
17031825400,4067,168,0.04130809
17031825501,4011,389,0.096983296
17031825503,5533,290,0.052412796
17031825504,3082,482,0.156391953
17031825505,4362,478,0.10958276
17031825600,4151,238,0.057335582
17031825700,3316,390,0.11761158
17031825801,2819,422,0.149698475
17031825802,5000,712,0.1424
17031825803,4486,301,0.067097637
17031825900,2836,381,0.134344147
17031826000,2019,119,0.058940069
17031826100,5029,674,0.134022669
17031826201,3297,239,0.072490143
17031826202,4041,594,0.146993318
17031826301,3083,467,0.151475835
17031826303,3684,640,0.173724213
17031826304,2103,375,0.17831669
17031826401,3133,493,0.157357166
17031826402,3915,413,0.105491699
17031826500,4834,718,0.148531237
17031826600,4315,655,0.15179606
17031826700,3997,347,0.086815111
17031826800,3734,262,0.070166042
17031826901,1375,106,0.077090909
17031826902,1178,245,0.207979626
17031827000,2757,207,0.07508161
17031827100,1914,122,0.063740857
17031827200,3272,279,0.085268949
17031827300,2211,122,0.055178652
17031827400,3562,354,0.099382369
17031827500,4474,401,0.089628967
17031827600,2711,209,0.077093323
17031827700,2170,205,0.094470046
17031827801,4028,449,0.111469712
17031827802,2648,167,0.063066465
17031827804,2465,232,0.094117647
17031827805,2337,172,0.073598631
17031827901,2104,135,0.064163498
17031827902,3800,359,0.094473684
17031828000,4266,262,0.061415846
17031828100,3904,287,0.073514344
17031828201,3347,289,0.086345981
17031828202,3754,360,0.095897709
17031828300,2834,158,0.055751588
17031828401,2942,86,0.029231815
17031828402,3343,249,0.074483996
17031828503,3408,409,0.120011737
17031828504,4718,722,0.153030945
17031828505,5339,432,0.080914029
17031828506,7251,658,0.090746104
17031828601,3219,106,0.032929481
17031828602,3626,133,0.036679537
17031828701,2937,348,0.118488253
17031828702,4267,501,0.117412702
17031828801,4610,270,0.05856833
17031828802,2895,205,0.070811744
17031828900,2392,238,0.099498328
17031829000,900,101,0.112222222
17031829100,2564,303,0.118174727
17031829200,4442,160,0.036019811
17031829301,3414,242,0.070884593
17031829302,2965,282,0.095109612
17031829401,1040,187,0.179807692
17031829402,2568,112,0.043613707
17031829500,3325,291,0.087518797
17031829600,2425,100,0.041237113
17031829700,3319,495,0.149141308
17031829800,5104,231,0.045258621
17031829901,7583,673,0.088751154
17031829902,4995,650,0.13013013
17031830001,2327,83,0.035668242
17031830003,5722,861,0.150471863
17031830004,6233,491,0.078774266
17031830005,3467,166,0.047880012
17031830006,1738,67,0.038550058
17031830007,4099,636,0.155159795
17031830008,3511,290,0.082597551
17031830100,2376,215,0.090488215
17031830201,4683,475,0.101430707
17031830202,2672,123,0.046032934
17031830300,3959,550,0.138923971
17031830400,3354,215,0.064102564
17031830500,3283,170,0.051781907
17031830600,3845,205,0.053315995
17031830700,3184,168,0.052763819
17031830800,2319,140,0.06037085
17031830900,2378,21,0.00883095
17031831000,1846,43,0.023293608
17031831100,6481,218,0.033636784
17031831200,3766,192,0.050982475
17031831300,910,64,0.07032967
17031831400,2403,138,0.057428215
17031831500,2811,147,0.052294557
17031831600,6008,301,0.050099867
17031831700,1820,165,0.090659341
17031831800,5162,207,0.040100736
17031831900,2377,34,0.014303744
17031832000,1684,50,0.029691211
17031832100,2964,131,0.044197031
17031832200,2685,47,0.017504655
17031832300,1761,24,0.01362862
17031832400,2510,76,0.030278884
17031832500,3039,153,0.050345508
17031832600,3192,49,0.015350877
17031832900,2159,168,0.077813803
17031833000,3275,158,0.048244275
17031833100,6282,109,0.017351162
17031833300,2477,122,0.049253129
17031833900,1831,222,0.121245221
17031834000,2407,265,0.110095555
17031834200,3358,309,0.092019059
17031834300,5324,456,0.085649887
17031834400,3384,263,0.077718676
17031834500,889,139,0.156355456
17031834600,1923,404,0.210088404
17031834700,1224,178,0.145424837
17031834800,1283,225,0.175370226
17031834900,1487,180,0.121049092
17031835000,4215,615,0.145907473
17031835100,4280,646,0.150934579
17031835200,1476,99,0.067073171
17031835500,1270,146,0.11496063
17031835600,753,128,0.16998672
17031835700,340,194,0.570588235
17031835800,1138,192,0.168717047
17031835900,2545,396,0.155599214
17031836000,1952,304,0.155737705
17031836100,1523,201,0.131976362
17031836200,1551,67,0.043197937
17031836300,1237,69,0.055780113
17031836400,2495,288,0.115430862
17031836500,1334,286,0.214392804
17031836600,1958,55,0.028089888
17031836700,1608,128,0.07960199
17031836800,1651,137,0.082980012
17031836900,983,112,0.113936928
17031837000,1345,116,0.086245353
17031837100,1460,163,0.111643836
17031837300,1750,89,0.050857143
17031837400,1962,251,0.127930683
17031837800,2384,240,0.100671141
17031838000,2200,225,0.102272727
17031838100,1835,221,0.120435967
17031838200,1901,58,0.030510258
17031838300,1288,68,0.052795031
17031838600,1034,62,0.059961315
17031838700,3341,438,0.131098474
17031838800,2267,291,0.128363476
17031839000,7954,195,0.024515967
17031839100,6329,250,0.039500711
17031839200,2110,109,0.051658768
17031839500,1279,8,0.006254887
17031839600,1396,82,0.058739255
17031839700,3679,184,0.050013591
17031839800,2485,57,0.022937626
17031839900,3634,144,0.039625757
17031840000,2291,134,0.058489742
17031840100,2498,153,0.061248999
17031840200,2046,135,0.065982405
17031840300,3115,254,0.081540931
17031840400,2546,178,0.06991359
17031840700,2794,185,0.066213314
17031840800,2045,76,0.037163814
17031841000,778,27,0.03470437
17031841100,6020,326,0.054152824
17031841200,3897,222,0.056966898
17031841300,3215,129,0.040124417
17031841400,893,78,0.087346025
17031841500,2184,234,0.107142857
17031841600,510,29,0.056862745
17031841700,1250,82,0.0656
17031841800,1940,284,0.146391753
17031841900,5948,379,0.063718897
17031842000,3042,45,0.014792899
17031842100,4814,425,0.088284171
17031842200,2921,33,0.011297501
17031842300,2798,125,0.044674768
17031842400,2559,346,0.135209066
17031842500,1170,200,0.170940171
17031842600,3359,302,0.089907711
17031842800,5109,327,0.064004698
17031842900,1658,69,0.041616405
17031843000,1750,146,0.083428571
17031843100,1203,47,0.039068994
17031843200,1775,99,0.055774648
17031843300,1666,135,0.081032413
17031843400,964,65,0.067427386
17031843500,9803,40,0.004080384
17031843600,2077,306,0.147327877
17031843700,1890,61,0.032275132
17031843800,1298,149,0.114791988
17031843900,2927,120,0.040997608
17031980000,0,0,#DIV/0!
17031980100,0,0,#DIV/0!
17031990000,0,0,#DIV/0!
