D_R,poly_id,objectid,geoid,Violent,Property,SqMi,VCdensity,vclag,PCdensity,pclag,TractID,Id2,Total_Pop,PAIProp,OccuProp,OwnerProp,MandFHH_ch,ForeignPro,EthnHerter,HispProp,Unemployed,Inc75K_,BAup,SSIProp,BelowProp,SameProp,Shape_Leng,Shape_Area,FAC1_1,FAC2_1,FAC3_1
 ,14,14,17031020301,9,67,.31874844347,28.2354319974,22.5,210.19710487,108.25,17031020301,17031020301,5295,.02365374937,.13450881612,.72571716155,.04359430605,.33975448536,.34226919582,.07705382436,.44522144522,.34876698541,.57387335995,.05837946653,.15400100654,.8882047335,14359.8088493,8886161.06063,-.452889867813545,-.098917967884456,1.15809692321066
 ,15,15,17031020302,20,109,.24707876911,80.9458460249,23.7142857,441.154860836,94.4285714,17031020302,17031020302,5023,.02923976608,.12390542907,.56257309942,.15808491418,.27851881346,.47804443577,.14493330679,.32419146184,.45847953216,.55548961424,.08128654971,.14210526316,.88575993609,10500.1092748,6888133.20309,-.422780713940818,-.122815174047525,.595467009945707
 ,16,16,17031020400,15,94,.21445004119,69.9463610121,24.8571429,438.330529009,100.1428571,17031020400,17031020400,4551,.04589787722,.09416445623,.5140562249,.12735849057,.34146341463,.62728183109,.17886178862,.31607092598,.40562248996,.46986390149,.06483075158,.14859437751,.84075871195,9963.45121805,5978500.11341,-.292304473027645,.300635528421092,.310265695258363
 ,17,17,17031020500,47,80,.29794561196,157.746911224,24.5,268.505380807,95.125,17031020500,17031020500,6545,.0760261194,.07491039427,.26492537313,.14607614608,.51061879297,.70955139859,.29961802903,.38015089959,.19682835821,.33347769597,.07369402985,.25186567164,.8315368032,11692.868021,8306213.72252,.446357742441193,1.25478517183573,-.537216733070739
 ,18,18,17031020601,27,87,.22831654725,118.256868918,24.6,381.049910957,94.8,17031020601,17031020601,6130,.07096124811,.08581644815,.41670860594,.11304347826,.51060358891,.57730927777,.06313213703,.39965620971,.24257674887,.40113724477,.05133366885,.22596879718,.83050847458,11240.4722911,6365074.56967,.155567892500659,.764480200648708,-.0644014063804646
 ,19,19,17031020602,23,83,.18997557293,121.068196532,32,436.898274441,99.6666667,17031020602,17031020602,4637,.04682997118,.10005027652,.40273775216,.15334572491,.44080224283,.63881418315,.2027172741,.35622443016,.28962536023,.44125412541,.06844380403,.20317002882,.90228229559,9298.59483375,5296193.82691,.0371947586969563,.737577717810548,.114197315863206
 ,20,20,17031020701,20,45,.22834194012,87.5879393415,28.125,197.072863518,103,17031020701,17031020701,1729,.01951219512,.051558753,.5837398374,.08167770419,.31578947368,.43121874625,.12666281087,.33482475764,.51382113821,.47996729354,.02764227642,.06991869919,.90860534125,10177.8779574,6365782.47928,-.62189629566984,.208757490437138,1.06223358358669
 ,21,21,17031020702,22,89,.27194582752,80.8984649638,23.5714286,327.271062808,90.2857143,17031020702,17031020702,7843,.06419646704,.11201682882,.34812580784,.07395701643,.4824684432,.62286894847,.22096136682,.30548565677,.26583369237,.28931572629,.04222317966,.1697544162,.89896745523,12146.0114378,7581384.23144,-.0378933261221309,1.11234076054515,-.0461771797675461
 ,22,22,17031020801,24,69,.25326863732,94.7610420854,28.7142857,272.437995996,86.1428571,17031020801,17031020801,5211,.05252626313,.06962244545,.37818909455,.15360253365,.42870850125,.45496291391,.27115716753,.2780227431,.38469234617,.32009594883,.04602301151,.11405702851,.92601892988,10626.9452938,7060696.13488,-.131911335096384,.980734865764409,.281303187218023
 ,23,23,17031020802,49,126,.24866024575,197.056026593,26.625,506.715496954,80.75,17031020802,17031020802,7857,.06255625563,.04874333587,.38703870387,.17593790427,.56535573374,.65290592959,.13134784269,.3378293601,.36363636364,.32851239669,.03330333033,.17371737174,.95255332902,10528.9897513,6932222.06535,.0775514660248051,1.15287137697739,.386122311284122
 ,24,24,17031020901,34,102,.18800291537,180.848259368,29.1666667,542.544778103,86.1666667,17031020901,17031020901,5807,.03993694167,.09527096997,.2774566474,.13446126447,.4446357844,.70012385959,.30514895815,.29938622414,.25486074619,.39732977303,.03625853915,.19653179191,.88412698413,9910.95843465,5241199.5102,-.0511864054615173,1.19636340478119,-.398172519470383
 ,25,25,17031020902,16,68,.19429601739,82.3485741757,22.3333333,349.981440247,79,17031020902,17031020902,4474,.04971680302,.08662613982,.55884203902,.06820809249,.4843540456,.56459279253,.17098793026,.43094072866,.20578980491,.32241273729,.07237256136,.18816865953,.91450313339,10835.9998767,5416640.42386,.159043497596237,.804054016204093,.788154083446668
 ,26,26,17031030101,12,27,.04724352258,254.003074793,21.5,571.506918285,94.25,17031030101,17031030101,3549,.03248587571,.16258992806,.34322033898,.18315508021,.3415046492,.48306385799,.22936038321,.3041205412,.24152542373,.5542475342,.07109227872,.1450094162,.80163426317,5279.97615704,1317068.5515,-.263896314623313,.479763797366903,-.645219710349871
 ,27,27,17031030102,12,51,.04375884293,274.230285733,19.6666667,1165.47871437,72.3333333,17031030102,17031030102,2766,.01323772752,.13426966292,.388858246,.04938271605,.356109906,.58447060657,.10737527115,.28961136024,.23221180364,.49678456592,.04247104247,.15333701048,.81851445298,5337.85835742,1219921.64688,-.47436827909917,.530371097759021,-.340151538095181
 ,28,28,17031030103,13,30,.03344913682,388.649789947,17.3333333,896.884130646,78.3333333,17031030103,17031030103,2217,0,.14011208967,.2550052687,.05607476636,.29815065404,.60945020528,.12945421741,.35720973783,.291886196,.6875,.00632244468,.17492096944,.62652232747,5652.98597495,932504.685844,-.714170230403561,.38221379071958,-1.42851559587494
 ,29,29,17031030104,6,24,.04269850132,140.520154445,24.5,562.080617779,84.75,17031030104,17031030104,3375,.01082677165,.11688311688,.38877952756,.05395683453,.27437037037,.55541105075,.13688888889,.46128251664,.20374015748,.53202328967,.02854330709,.22440944882,.63259259259,5277.66432704,1190361.13758,-.257449872937875,.244672761004909,-.836176274093809
 ,30,30,17031030200,34,160,.25722642881,132.179263838,18.0833333,622.020065119,66.5833333,17031030200,17031030200,5103,.01625355547,.16714060032,.49126371394,.04900938478,.08661571625,.32092982157,.11444248481,.26463547334,.42340511987,.60668751503,.05404307192,.09752133279,.86250493876,11370.4734015,7171032.58785,-.82009712756044,-.582764844003437,.299783308098155
 ,31,31,17031030300,5,52,.1212973035,41.2210317592,20.1666667,428.698730295,96.1666667,17031030300,17031030300,3315,.04523646333,.12196499153,.31254283756,.17385257302,.40814479638,.46460255386,.38491704374,.30744219653,.24537354352,.33787029624,.067854695,.23509252913,.87610890181,7764.93855353,3381561.21927,.13748667079957,1.08632999219968,-.3998080347191
 ,32,32,17031030400,4,35,.13378315197,29.899131101,19.2857143,261.617397133,100.8571429,17031030400,17031030400,2708,.07539984768,.16984732824,.42193450114,.14309484193,.28729689808,.43736049868,.29689807976,.22330923012,.34272658035,.55318138652,.05178979436,.20106626047,.86901197605,8259.97088159,3729645.30492,-.314674543464439,.343783031110297,-.274446271648913
 ,33,33,17031030500,23,109,.23866867795,96.3679029748,15.1111111,456.700061924,70.1111111,17031030500,17031030500,6570,.02863128492,.1890459364,.47276536313,.1052631579,.20197869102,.3187632544,.25357686454,.19680389092,.5467877095,.57334312466,.01012569832,.06354748603,.82574014419,10363.9073159,6653674.25577,-1.08696214287177,.0404958113298544,-.0794260489641833
 ,34,34,17031030601,17,57,.05489713616,309.670070019,18.4,1038.30552889,74.6,17031030601,17031030601,4066,.02085402185,.1820702403,.30486593843,.11908177905,.337186424,.46647090106,.18740777177,.36256469235,.272591857,.47767717765,.07596822244,.15292949354,.76731575056,5622.02264886,1530438.19888,-.297534934900667,.388680206549438,-.72794901688795
 ,35,35,17031030603,13,52,.04478844322,290.25344631,17.6,1161.01378524,71.8,17031030603,17031030603,2023,.04288939052,.17149569303,.06019563582,.28,.40286702917,.63816872159,.13791398913,.26189143816,.12565838977,.48339264531,.08502633559,.24529721595,.80249376559,4539.10005294,1248625.14084,.200871238817354,.753970784396296,-1.71356995930887
 ,36,36,17031030604,10,25,.06745260662,148.252239627,11.75,370.630599067,65,17031030604,17031030604,3225,.04133466135,.17998849914,.25049800797,.03380782918,.40496124031,.66367973078,.05953488372,.37001375516,.17529880478,.5273451648,.06274900398,.22509960159,.78616953474,6294.13703418,1880463.22627,-.176505890850852,.475944425230046,-.913569835572309
 ,37,37,17031030701,10,22,.02698050814,370.63794157,16,815.403471454,86.8333333,17031030701,17031030701,1597,.03897550111,.135828877,.18708240535,.30288461539,.2943018159,.60567265878,.09517845961,.30431802605,.20824053452,.41369264385,.04454342984,.17260579065,.6981865285,3589.61868996,752170.389379,.0202909109000672,.383340944949246,-1.44922219849552
 ,38,38,17031030702,1,4,.00320418695,312.091652924,11,1248.3666117,94.5,17031030702,17031030702,982,.0144,.17107583774,.5776,0,.42871690428,.51189434256,.03156822811,.32275132275,.4848,.73430493273,.0416,.0928,.87474541752,1549.13040115,89327.2480097,-1.0540470558555,.139525080630627,.483203717423233
 ,39,39,17031030703,15,60,.07656147927,195.920979355,18.1666667,783.683917419,80.5,17031030703,17031030703,2680,.03258293839,.18094629156,.25414691943,.14853556485,.20932835821,.53927461573,.1421641791,.34869976359,.22630331754,.540784137,.08293838863,.24289099526,.79626865672,6649.9823632,2134403.00585,-.0679369047778194,-.0758368729810083,-.860179218275377
 ,40,40,17031030706,7,129,.15281714028,45.8063800107,19,844.146145912,47.5,17031030706,17031030706,4270,.03505082369,.21516587678,.40518752191,0,.34566744731,.55910666981,.06932084309,.3996350365,.25026288118,.54904559915,.04276200491,.18261479145,.87554060548,12091.9526453,4260280.32196,-.443586593275427,.153605390005951,-.0488462812304637
 ,41,41,17031030800,28,146,.21908452369,127.804554739,16.3333333,666.409463996,68.3333333,17031030800,17031030800,4376,0,.22989949749,.48891129032,.01612903226,.14762340037,.35064944153,.13916819013,.36245449818,.48135080645,.70278551532,.02469758065,.09879032258,.85351919561,10016.9903678,6107701.55347,-1.08928145813312,-.504560501589817,.236463363624596
 ,42,42,17031030900,13,80,.15781082684,82.377111001,15.1428571,506.936067698,98.1428571,17031030900,17031030900,3143,.05227882038,.19166666667,.39477211796,.04153846154,.21571746739,.53804984973,.13808463252,.2532581895,.54624664879,.60630220197,.01876675603,.08042895442,.85718891038,8546.71759285,4399495.75646,-.951679406992664,-.179629183858233,-.0342833487353385
 ,43,43,17031031000,6,75,.16405611358,36.5728522339,18.375,457.160652924,100.375,17031031000,17031031000,4078,.00712468193,.18834882059,.37709923664,.11156462585,.18538499264,.33358610816,.15693967631,.17436328016,.48549618321,.65464240903,.00763358779,.05648854962,.78028798411,8770.60881747,4573603.66175,-1.18973440417001,-.0364205200943616,-.605180380247614
 ,44,44,17031031100,18,86,.21234906126,84.7660917051,30.25,404.993549258,104.875,17031031100,17031031100,4666,.03439268611,.16891689169,.2385720505,.0800942285,.20338619803,.47128528618,.20445777968,.18958765261,.461906835,.59197407777,.0091423596,.14671310405,.76060865838,9784.47243486,5919928.38881,-.854972324259104,.18763695078475,-1.05785706638818
 ,45,45,17031031200,45,96,.12605522989,356.986378431,32.625,761.570940653,114,17031031200,17031031200,5720,.03383458647,.15019621834,.24436090226,.10590440487,.37132867133,.55710465671,.14055944056,.38784461153,.23909774436,.43024054983,.1022556391,.37518796992,.82908895265,7967.06663813,3514204.06361,.264336235304688,.416521806288421,-.778089784828601
 ,46,46,17031031300,33,78,.24409051899,135.195746796,40.2,319.553583336,134.6,17031031300,17031031300,8037,.04419621175,.11943849631,.31495871782,.17603550296,.31989548339,.62932216773,.10725395048,.37956001114,.26250607091,.50294756438,.0677513356,.18018455561,.75737215379,10883.7567944,6804825.90421,-.0324878457155,.224851052554824,-.640412356019767
 ,47,47,17031031400,33,153,.57502842729,57.3884671334,26.8333333,266.073802164,91.6666667,17031031400,17031031400,4958,.01814058957,.2395173454,.52607709751,0,.16357402178,.42584909692,.07704719645,.27454313642,.4706835115,.78079096045,.00421120829,.08260447036,.81460790399,23937.7822775,16030808.3817,-1.3142917995143,-.516675560801277,-.0107925963299726
 ,48,48,17031031501,33,63,.06195085618,532.68028943,44,1016.935098,122.2,17031031501,17031031501,4033,.12837837838,.13699421965,.17511261261,.21288515406,.39747086536,.69283986088,.10984378874,.41428149897,.20608108108,.38979193758,.12387387387,.35472972973,.84109109109,5275.5598144,1727083.84032,.875074444138611,.271253986093684,-.845230401803436
 ,49,49,17031031502,26,52,.06243524072,416.431484859,47.75,832.862969719,169.5,17031031502,17031031502,4439,.06622222222,.08528698464,.10088888889,.31136738056,.4054967335,.6018129361,.19283622438,.27114686041,.16088888889,.38169642857,.12,.32488888889,.78194285714,5271.71800718,1740587.65225,.671454156912502,.807869540639583,-1.51133216239025
 ,50,50,17031031700,44,118,.18435947437,238.664164946,26.1428571,640.053896902,88,17031031700,17031031700,7001,.04667242869,.16886227545,.28838951311,.16120460585,.13855163548,.56899143981,.12055420654,.24361493124,.3448573898,.55806327161,.05733218093,.27628925382,.74306358382,9209.09374014,5139626.611,-.282284933703662,-.290002688155698,-1.08446156635858
 ,51,51,17031031800,8,32,.09079331267,88.1122162527,16.6666667,352.448865011,94,17031031800,17031031800,1771,.02991452991,.24494556765,.43482905983,.05730659026,.14568040655,.31519738455,.09712027103,.13494132986,.47222222222,.70592286501,.01923076923,.09081196581,.8139941691,6484.03118997,2531162.16284,-1.26561151702458,-.400868088528306,-.494582771714331
 ,52,52,17031031900,12,35,.09948893652,120.616426501,23.4285714,351.797910629,89.2857143,17031031900,17031031900,2526,.02225755167,.20351302241,.33306836248,.04656862745,.18131433096,.36412489837,.15162311956,.23136915078,.39507154213,.6798053528,.01192368839,.11049284579,.73634204276,6850.42002408,2773581.27328,-1.02258352325416,-.0726499857858875,-.906468771606991
 ,53,53,17031032100,42,230,.16642514394,252.365712328,33.8,1382.00271037,112.8,17031032100,17031032100,7117,.06071805702,.20984813622,.26187961985,.06063122924,.254601658,.33948398049,.2191934804,.30733532934,.41024287223,.63185561591,.09794086589,.23548046463,.68437679495,8867.88177817,4639648.17361,-.41291082786318,-.0688687538010524,-1.28837798388336
 ,54,54,17031040100,16,91,.77286704249,20.7021377811,20.8333333,117.74340863,85.9166667,17031040100,17031040100,3893,.04377736085,.14117113028,.50281425891,.03803680982,.20935011559,.28631655849,.19804777806,.30030959752,.53658536585,.58398371225,.01438398999,.0631644778,.86460246654,18764.5617244,21546210.3693,-.879119407570875,-.0997220999036023,.48324160918642
 ,55,55,17031040201,35,112,.27854370729,125.653529713,21.6666667,402.091295081,75.1666667,17031040201,17031040201,7040,0,.11221047898,.38453815261,.12459858703,.25610795455,.5015384693,.240625,.23477973932,.43975903615,.58448150834,.01004016064,.12416331995,.83107813182,11615.2678464,7765321.82687,-.799510610355519,.414795996839533,-.260750108578997
 ,56,56,17031040202,38,101,.22728568559,167.190467366,23.4,444.374663262,73.2,17031040202,17031040202,7194,.02396220047,.14484451718,.36145798177,.11729622266,.42493744787,.60935747587,.1950236308,.37371561153,.27235909551,.46071358939,.04387445157,.27235909551,.80177514793,10602.8314286,6336335.91103,-.139526626775249,.748643854891558,-.555196293767901
 ,57,57,17031040300,22,49,.2963191473,74.2442741226,24.8888889,165.362246909,87.1111111,17031040300,17031040300,2999,.01112140871,.18594249201,.72103799815,.11772315653,.36412137379,.53634194615,.1297099033,.33179368745,.63762743281,.53852739726,.02224281742,.04077849861,.9131897712,13694.1941717,8260870.67147,-1.09658776454092,.0107747645890377,1.17047302884369
 ,58,58,17031040401,15,66,.14896001346,100.698164911,20.2,443.071925607,98.4,17031040401,17031040401,3182,.03014318011,.19704433498,.55011303693,.04057591623,.19358893778,.32650948275,.19830295412,.21832785688,.61416729465,.69103501347,.01431801055,.00602863602,.87560738581,9274.37863854,4152750.22752,-1.34076201883915,-.25826357399156,.46195917724182
 ,59,59,17031040402,11,145,.23266373035,47.2785336309,13.1428571,623.217034226,75.4285714,17031040402,17031040402,5035,.02258975393,.24702298532,.38926986688,.07363636364,.09016881827,.27045679252,.08123138034,.09841656516,.51351351351,.77966989783,.00645421541,.07946752723,.70274083031,11037.7172146,6486266.59419,-1.4853600952792,-.556478649771529,-1.10387246517002
 ,60,60,17031040600,25,79,.12790174758,195.462536458,14.2857143,617.661615208,83.8571429,17031040600,17031040600,2702,.03225806452,.22272986865,.37314734089,.08347529813,.14063656551,.15427273489,.16543301258,.15225225225,.58587619878,.74505928854,.01656495205,.10287707062,.83602150538,7989.07443849,3565681.81659,-1.25055510203457,-.367710461624269,-.477196340761017
 ,61,61,17031040700,14,65,.13825756945,101.260278596,19.25,470.137007767,69.25,17031040700,17031040700,3325,.01700457816,.18570057582,.44800523218,.07402597403,.1852631579,.36651451184,.17533834586,.22957198444,.51144538914,.65280427318,.02092871158,.09025506867,.87549227507,8705.81104233,3854384.40593,-1.0468768099549,-.164558708011813,.0724776283463518
 ,62,62,17031040800,3,34,.08881603706,33.7776836173,16,382.813747663,71.7142857,17031040800,17031040800,1813,0,.19191919192,.41257861635,.08585858586,.1527854385,.3502886702,.09266409266,.27177472168,.49559748428,.64868509778,.01761006289,.04905660377,.84189267167,6756.52337506,2476039.1031,-1.1033428061273,-.364155799943818,-.0391118070657346
 ,63,63,17031040900,13,60,.12427114325,104.609965433,11.2857143,482.815225075,63.7142857,17031040900,17031040900,1909,0,.1933860532,.35294117647,0,.07281299109,.19868445929,.05238344683,.17419354839,.50464396285,.74700315457,.00722394221,.06295149639,.91798941799,7912.30654456,3464466.78171,-1.33110989867176,-.561702649110201,-.0129133345179288
 ,64,64,17031050100,6,37,.12920648514,46.4372975833,10,286.363335097,69,17031050100,17031050100,2711,0,.27573964497,.42615658363,.08687943262,.08742161564,.29142797197,.08410180745,.20134831461,.62633451957,.7361451692,0,.05782918149,.74888059701,8025.14139813,3602055.66652,-1.58043281392967,-.716832238808836,-.614440765010799
 ,65,65,17031050200,18,93,.25183982778,71.4740005935,9.75,369.2823364,62.5,17031050200,17031050200,5214,.02863436123,.27311522048,.56784140969,.08134757601,.09685462217,.25420072305,.10356731876,.26388888889,.49559471366,.60042564512,.02731277533,.03876651982,.91059925825,10601.233903,7020863.37024,-1.12753200469796,-.756257685559141,.540158031016097
 ,66,66,17031050300,4,33,.15240932999,26.2451124236,15.2222222,216.522177495,77.6666667,17031050300,17031050300,2562,0,.19143054596,.35223048327,.13964686998,.22404371585,.3385555781,.23067915691,.23136872869,.54832713755,.60451370231,.01486988848,.09479553903,.87829854273,8606.54204015,4248911.26896,-1.02201629538862,.11812527218964,-.225373256711864
 ,67,67,17031050500,14,104,.25196710113,55.5628093407,8.125,412.75229796,46.875,17031050500,17031050500,6311,.00856627592,.18859170306,.50225428314,.04727793696,.07035335129,.2035994829,.06623356045,.18837761936,.76239855726,.73088830674,0,.04102795311,.84847013113,10604.4960942,7024411.5334,-1.57645952256682,-.827463798861599,.299001961452763
 ,68,68,17031050600,8,56,.12836363853,62.3229451229,7.25,436.26061586,55.375,17031050600,17031050600,2238,0,.27102238355,.51509606587,.01141552511,.07238605898,.14635378358,.04825737265,.12868769074,.71363220494,.81578947368,.02104300091,.043915828,.77495462795,8010.48802373,3578558.54572,-1.8576203349891,-.944867018636853,-.274307320490844
 ,69,69,17031050700,3,33,.06344864294,47.282335142,6.625,520.105686562,51.75,17031050700,17031050700,1593,.01483679525,.24550359712,.69881305638,.02754820937,.04708097928,.13188151711,.03327055869,.12441679627,.72255192878,.84514435696,.01632047478,.04599406528,.83953033268,5332.92954663,1768839.57185,-1.81664254905914,-1.16239493829138,.510402870031017
 ,70,70,17031050800,1,22,.06286574129,15.9069149498,6.8571429,349.952128895,51,17031050800,17031050800,1476,.01870748299,.30888888889,.48809523809,.01644736842,.10704607046,.13762108827,.12059620596,.14834673816,.65646258503,.7759456838,0,.03571428571,.78120617111,5297.14391073,1752589.27145,-1.79472968986868,-.691442543326942,-.418980751811277
 ,71,71,17031050900,4,30,.06282817959,63.6656994708,9.6,477.492746031,61.6,17031050900,17031050900,1462,0,.20932878271,.42759795571,.10126582279,.14227086183,.3182431914,.12517099863,.18075539568,.55025553663,.65695488722,0,.05621805792,.75,5292.56575498,1751542.11543,-1.36262923728824,-.290692237666512,-.55799687815415
 ,72,72,17031051000,7,82,.0643393576,108.798102146,7.6,1274.49205371,42.2,17031051000,17031051000,1783,.03378378378,.20113851992,.57297297297,.088,.1598429613,.26230376061,.24172742569,.20861172977,.67972972973,.71990740741,.00810810811,.07972972973,.83733177297,5329.4261052,1793671.17194,-1.31681784761022,-.367927185247372,.261978946708451
 ,73,73,17031051100,5,29,.0628198755,79.5926442123,6.75,461.637336432,46.125,17031051100,17031051100,1670,.03105590062,.31317073171,.57608695652,.04285714286,.17065868264,.22475241135,.18862275449,.17122186495,.63819875776,.77122430742,0,.03726708075,.75614250614,5293.8642856,1751310.6116,-1.72514899560041,-.482682514744012,-.330733956108097
 ,74,74,17031051200,7,23,.06357075837,110.113520429,4.875,361.801567124,45.125,17031051200,17031051200,1623,0,.22509960159,.4040066778,.11337209302,.06839186691,.3138957887,.09611829945,.17067307692,.83138564274,.75885911841,.02838063439,.04173622705,.79923761118,5389.06229178,1772243.9408,-1.62017203682897,-.895447117698809,-.264608942885445
 ,75,75,17031051300,4,49,.12433470991,32.1712255797,8,394.097513352,70.8,17031051300,17031051300,2783,0,.26032823995,.71555555556,.05462184874,.05928853755,.12600384579,.06683435142,.12898619705,.83911111111,.84658227848,0,.02133333333,.86501276906,7955.8255028,3466238.9114,-2.02837807940043,-1.12764293030617,.685305197163222
 ,76,76,17031051400,7,59,.13856920795,50.5162734446,14.8571429,425.780019033,120.5714286,17031051400,17031051400,1814,0,.25915750916,.57052096569,.1173594132,.12458654906,.38333785126,.06890848953,.21634615385,.61372299873,.69195751138,.05463786531,.07878017789,.85531441291,9013.16602935,3863072.35418,-1.31026517645067,-.832486368900453,.232792295475141
 ,77,77,17031060100,11,60,.12569710456,87.5119601056,22.4285714,477.337964213,81,17031060100,17031060100,2773,.00733496333,.32430939227,.47677261614,.18884892086,.10818608006,.2202101065,.12549585287,.17043399638,.61939690302,.76314419573,.00570497148,.0358598207,.85808339429,8247.54619822,3504220.14249,-1.5569272005134,-.717891649169027,-.277407606162176
 ,78,78,17031060200,3,41,.12289071488,24.411933831,8,333.629762357,58.8571429,17031060200,17031060200,2279,.01174345077,.20908525202,.2908762421,.17717717718,.16630100921,.20480141768,.20008775779,.13250517598,.48599819331,.73884976526,.00993676603,.12917795845,.80142475512,7897.2994939,3425982.80117,-1.10348242747294,-.0420296536918561,-1.02543685143938
 ,79,79,17031060300,3,58,.12344192119,24.3029270051,6.8571429,469.856588765,49,17031060300,17031060300,3461,.00881057269,.33391228832,.52496328928,.05562913907,.07627853222,.19940650436,.07743426755,.12162661738,.72540381791,.77662660588,.00734214391,.01101321586,.88757745648,7908.92074009,3441349.48976,-1.90199855581664,-.946936083971921,.0726093354156677
